,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
3,52,XRP,XRP,xrp,1754,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,60107199237.0,99985774127.0,False,,4,,,,2025-11-09T17:00:00.000Z,2.3269919543590274,2790445098.616351,-40.3653,0.4356767,2.88095773,-7.06051644,-14.80497449,-22.53565904,-27.05149313,139868969023.55408,3.9965,232699195435.9,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:01:11.055741
4,1839,BNB,BNB,bnb,2946,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'made-in-china']",137737327.3,137737327.3,137737327.3,False,,5,,,,2025-11-09T16:59:00.000Z,1001.2640646317768,2572558487.752459,-24.4939,0.6343444,1.35864963,-7.20142268,-18.38250433,11.42575309,23.95168775,137911436183.9154,3.9406,137911436183.92,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:01:11.055741
5,5426,Solana,SOL,solana,1046,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,553591738.8901277,613683960.8099823,True,,6,525236893.3,85570117090.26512,,2025-11-09T16:59:00.000Z,162.91718685760705,3885815109.219973,-24.0464,0.30456324,4.10628708,-11.51837797,-22.87134334,-27.18709557,-9.09187645,90189608767.59055,2.577,99979664514.8,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:01:11.055741
6,3408,USDC,USDC,usd-coin,34284,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'xlayer-ecosystem']",,75697550755.95766,75697550755.95766,False,,7,60901219650.23,60895295737.21759,,2025-11-09T16:59:00.000Z,0.9999027291563874,9574815249.11311,-35.6872,-0.0145076,-0.00455258,-0.01557969,0.00116122,0.02459672,0.01584355,75690187591.33623,2.1627,75690187591.34,,2025-11-09T16:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-11-09 20:01:11.055741
7,1958,TRON,TRX,tron,1259,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94668458630.60661,94668457501.60551,True,,8,94667886298.43,27600761089.0473,,2025-11-09T16:59:00.000Z,0.2915535792363523,436191310.15804833,-40.1865,0.0262087,0.24149621,-1.49731981,-11.98557094,-13.99690278,-15.41756906,27600927954.541904,0.7886,27600927625.38,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:01:11.055741
8,74,Dogecoin,DOGE,dogecoin,1345,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151703596383.7052,151703596383.7052,True,,9,,,,2025-11-09T16:59:00.000Z,0.17860908301841597,1461962230.6540804,-49.9126,0.34190059,2.54667921,-2.7691869,-24.64810499,-27.66522223,-22.57093528,27095640240.68947,0.7742,27095640240.69,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:01:11.055741
9,2010,Cardano,ADA,cardano,1623,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35866283823.40763,44994566647.19702,False,,10,37997904336.0,21923516730.305885,,2025-11-09T16:59:00.000Z,0.5769664699517413,637846474.1446522,-39.7777,0.37231748,3.50052753,-3.96918083,-26.25199673,-35.13095777,-27.42550555,20693643167.878742,0.5913,25963491147.83,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:01:11.055741
10,32196,Hyperliquid,HYPE,hyperliquid,196,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",999533278.0,336685219.0,999533278.0,False,,11,333931719.0,13798787086.76218,,2025-11-09T16:59:00.000Z,41.32218145698876,310599558.52749336,-41.2718,0.96482902,3.21994298,-0.9732291,-3.30811425,-24.9383958,-7.15565324,13912567713.404,0.3975,41302895485.81,,2025-11-09T16:59:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-11-09 20:01:11.055741
11,1975,Chainlink,LINK,chainlink,2144,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'metisdao-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'blast-ecosystem', 'move-vm', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem']",1000000000.0,696849970.4525867,1000000000.0,False,,12,,,,2025-11-09T16:59:00.000Z,15.951108774290294,592728506.0732307,-39.8486,0.80737189,4.80681532,-7.46762292,-24.9253902,-32.40428263,-26.85068107,11115529678.050186,0.3176,15951108774.29,,2025-11-09T16:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-11-09 20:01:11.055741
12,1437,Zcash,ZEC,zcash,498,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,16297086.2905448,16297086.2905448,False,,13,,,,2025-11-09T16:59:00.000Z,630.8646163732101,2887886020.71955,-25.5229,-2.32953036,22.9910324,61.13445855,168.97749503,1211.00166279,1551.12994718,10281255090.685646,0.2938,13248156943.84,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:01:11.055741
13,1831,Bitcoin Cash,BCH,bitcoin-cash,1091,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19950703.125,19950703.125,False,,14,,,,2025-11-09T17:00:00.000Z,498.761674124323,283367809.93895996,-20.5624,-0.01712769,1.7472844,-6.48782146,-13.33497917,-14.3929692,-15.55043946,9950646090.582363,0.2843,10473995156.61,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:01:11.055741
14,512,Stellar,XLM,stellar,779,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,32099788074.00302,50001786883.671455,False,,15,31531408660.0,8903756478.17352,,2025-11-09T17:00:00.000Z,0.2823773772425402,182663716.0585426,-33.6904,0.52285772,0.6526389,-6.96361076,-23.33322437,-26.61239472,-36.21696736,9064253966.378344,0.259,14119379064.96,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:01:11.055741
0,1,Bitcoin,BTC,bitcoin,12470,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19946503.0,19946503.0,False,,1,,,,2025-11-09T17:00:00.000Z,103819.69769291587,52568360412.56571,-19.058,0.08572619,1.94943485,-5.69268632,-12.31363066,-8.74711958,-13.48824714,2070839911490.8396,59.1703,2180213651551.23,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:02:12.388231
1,1027,Ethereum,ETH,ethereum,11124,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120696609.84895349,120696609.84895349,True,,2,,,,2025-11-09T17:00:00.000Z,3527.6107914170816,25728185002.27966,-18.3906,0.35494377,4.75105817,-8.65058579,-14.19739688,-19.55081236,-18.16527748,425770663390.62555,12.1656,425770663390.63,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:02:12.388231
2,825,Tether USDt,USDT,tether,157463,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183470378260.13113,185913663196.61996,True,,3,,,,2025-11-09T17:00:00.000Z,0.9997445971487583,97539656047.2211,-25.0922,-0.00639555,0.00244945,-0.01310971,-0.05840696,-0.03289251,-0.03439871,183423519402.4051,5.241,185866180316.95,,2025-11-09T17:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-11-09 20:02:12.388231
3,52,XRP,XRP,xrp,1754,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,60107199237.0,99985774127.0,False,,4,,,,2025-11-09T17:00:00.000Z,2.3269919543590274,2790445098.616351,-40.3653,0.4356767,2.88095773,-7.06051644,-14.80497449,-22.53565904,-27.05149313,139868969023.55408,3.9965,232699195435.9,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:02:12.388231
4,1839,BNB,BNB,bnb,2946,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'made-in-china']",137737327.3,137737327.3,137737327.3,False,,5,,,,2025-11-09T17:00:00.000Z,1001.3370792860197,2571440573.2813225,-24.5232,0.64155899,1.3656848,-7.19688125,-18.39671264,11.40211895,23.88741093,137921493027.24457,3.9408,137921493027.24,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:02:12.388231
5,5426,Solana,SOL,solana,1046,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,553591738.8901277,613683960.8099823,True,,6,525236893.3,85559681575.53946,,2025-11-09T17:00:00.000Z,162.89731865173886,3885623979.427342,-24.0315,0.27982025,4.06755006,-11.52256012,-22.90596982,-27.19511684,-9.01648476,90178609892.95534,2.5767,99967471715.52,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:02:12.388231
6,3408,USDC,USDC,usd-coin,34284,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'xlayer-ecosystem']",,75697550755.95766,75697550755.95766,False,,7,60901219650.23,60887516614.57865,,2025-11-09T17:00:00.000Z,0.9997749957105941,9567859431.214626,-35.6654,-0.000445,-0.00826375,-0.01345314,-0.0119124,0.0099842,-0.01803859,75680518482.34004,2.1624,75680518482.34,,2025-11-09T17:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-11-09 20:02:12.388231
7,1958,TRON,TRX,tron,1259,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94668458630.60661,94668457501.60551,True,,8,94667886298.43,27602237303.532333,,2025-11-09T17:00:00.000Z,0.29156917285043576,436112755.67437273,-40.187,0.02624457,0.24203403,-1.49697051,-11.96932812,-14.02567794,-15.42270961,27602404177.951668,0.7887,27602403848.77,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:02:12.388231
8,74,Dogecoin,DOGE,dogecoin,1345,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151703596383.7052,151703596383.7052,True,,9,,,,2025-11-09T17:00:00.000Z,0.1786214335330563,1461622383.1500368,-49.8776,0.33627431,2.52983014,-2.76397572,-24.55966243,-27.86366552,-22.48861513,27097513858.177597,0.7743,27097513858.18,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:02:12.388231
9,2010,Cardano,ADA,cardano,1623,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35866283823.40763,44994566647.19702,False,,10,37997904336.0,21926867026.93972,,2025-11-09T17:00:00.000Z,0.5770546405151548,637810539.4620429,-39.7683,0.37237215,3.48746252,-3.94117853,-26.16577187,-35.17181701,-27.34942676,20696805518.331,0.5914,25967458823.18,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:02:12.388231
10,32196,Hyperliquid,HYPE,hyperliquid,196,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",999533278.0,336685219.0,999533278.0,False,,11,333931719.0,13805640069.164743,,2025-11-09T17:00:00.000Z,41.34270356379276,310568980.26891255,-41.2751,0.99045546,3.27909432,-0.9170838,-3.11393211,-24.86964201,-6.97714568,13919477203.427647,0.3977,41323408014.5,,2025-11-09T17:00:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-11-09 20:02:12.388231
11,1975,Chainlink,LINK,chainlink,2144,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'metisdao-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'blast-ecosystem', 'move-vm', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem']",1000000000.0,696849970.4525867,1000000000.0,False,,12,,,,2025-11-09T17:00:00.000Z,15.951682080494702,592537615.2012098,-39.8525,0.80218558,4.77476128,-7.5210335,-24.86043213,-32.45479683,-26.80642386,11115929186.46179,0.3176,15951682080.49,,2025-11-09T17:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-11-09 20:02:12.388231
12,1437,Zcash,ZEC,zcash,498,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,16297086.2905448,16297086.2905448,False,,13,,,,2025-11-09T17:01:00.000Z,630.4411106815927,2881340884.0909553,-25.0978,-2.31634702,22.54424868,61.03846292,169.08447519,1210.06553801,1551.5431402,10274353181.88482,0.2936,13239263324.31,,2025-11-09T17:01:00.000Z,,,,,,2025-11-09 20:02:12.388231
13,1831,Bitcoin Cash,BCH,bitcoin-cash,1091,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19950703.125,19950703.125,False,,14,,,,2025-11-09T17:01:00.000Z,498.94421925355965,284249609.05379283,-19.9058,-0.00521584,1.68933583,-6.45115003,-13.29417943,-14.36663487,-15.51719879,9954287994.262678,0.2844,10477828604.32,,2025-11-09T17:01:00.000Z,,,,,,2025-11-09 20:02:12.388231
14,512,Stellar,XLM,stellar,779,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,32099788074.00302,50001786883.671455,False,,15,31531408660.0,8903756478.17352,,2025-11-09T17:00:00.000Z,0.2823773772425402,182663716.0585426,-33.6904,0.52285772,0.6526389,-6.96361076,-23.33322437,-26.61239472,-36.21696736,9064253966.378344,0.259,14119379064.96,,2025-11-09T17:00:00.000Z,,,,,,2025-11-09 20:02:12.388231
